GAP ANALYSIS SUMMARY — AL, AR, CA, DE, KS, MD, MI, MN, MO, NC, PA, TX, VA, WA
Generated against: Alabama Sentencing Commission Presumptive Manual 2024, Arkansas Sentencing Commission Benchbook 2026, California CALCRIM 2026 (Judicial Council Jury Instructions), Delaware SENTAC Benchbook 2025, KS Sentencing Commission 2013, Maryland MSCCSP Offense Table Jan 2026, MI Sentencing Guidelines Oct 2024, Minnesota Sentencing Guidelines Aug 2025, MO Charge Code Manual Feb 2026, NC Combined Offense List Dec 2025, PA Commission on Sentencing 8th Edition 2024, Texas Legislative Council Felony Offenses 2018, Virginia Crime Code System FY17, Washington Adult Sentencing Manual Oct 2025

======================================================================
AL
======================================================================
Our entries:            129
Authoritative entries:  87
Matched:                40 (31%)
Unmatched (phantom?):   89
Missing from ours:      45
Citation mismatches:    22

UNMATCHED — charges we have with no authoritative match:
  [F] Vehicular Homicide                                 | Ala. Code § 32-5A-192 | confidence: needs_review
  Class I Election Offense - Willfully Provide False Documentation Required For Voter Registration Under Ch 115 | Mo. Rev. Stat. § 115.631 | F / D
  Committed Class One Election Offense               | Mo. Rev. Stat. § 115.631 | F / UN
  Committing Class Two Election Offenses             | Mo. Rev. Stat. § 115.633 | F / UN
  Violate Attorney General'S Civil Investigative Order | Mo. Rev. Stat. § 127.040 | F / E
  Violate Section 130.028.1 Regarding Discrimination/Intimidation In Elections | Mo. Rev. Stat. § 130.028 | F / E
  Land Bank Agency/Employee Violate Compensation Restrictions | Mo. Rev. Stat. § 140.1000 | F / D
  Land Trust Employee/Trustee Receiving Compensation/Profit From Lands Held By Such Land Trusts (1St Class County) | Mo. Rev. Stat. § 141.810 | F / UN
  Violation Of Chapter 142 Motor Fuel Requirements And Regulations To Defraud | Mo. Rev. Stat. § 142.909 | F / E
  Motor Fuel Tax Evasion                             | Mo. Rev. Stat. § 142.911 | F / E
  Release/Use Of Names/Addresses Of Individuals Contributing To Veterans Trust Fund | Mo. Rev. Stat. § 143.1001 | F / D
  Releasing Names And Addresses Of Individuals Contributing To The "Missouri National Guard Trust Fund" | Mo. Rev. Stat. § 143.1003 | F / D
  Employer, With Intent To Defraud, Willfully Failed To File Return/Truthfully Account For/Pay Withholding Tax | Mo. Rev. Stat. § 143.221 | F / UN
  Attempting To Evade Or Defeat Income Tax           | Mo. Rev. Stat. § 143.911 | F / UN
  Failure To Collect Or Pay Over Income Tax          | Mo. Rev. Stat. § 143.921 | F / UN
  Failure To File/Pay A Missouri Income Tax Return - | Mo. Rev. Stat. § 143.931 | F / UN
  Filing A False Missouri Income Tax Return          | Mo. Rev. Stat. § 143.941 | F / UN
  With Intent To Defraud, Willfully Failed To Make A Sales Tax Return/Pay Sales Tax/Keep Records/Supply Information | Mo. Rev. Stat. § 144.480 | F / UN
  Filing False Sales Tax Return                      | Mo. Rev. Stat. § 144.490 | F / UN
  Fail To Pay Missouri Use Tax                       | Mo. Rev. Stat. § 144.610 | F / UN
  Making False Statement On Franchise Tax Report     | Mo. Rev. Stat. § 147.120 | F / UN
  Violate Provision Of Section 149.071 Regarding Evidence Of Payment Of Cigarette Taxes | Mo. Rev. Stat. § 149.071 | F / UN
  File False Report/Application Or Make A False Statement To Department Of Revenue Regarding Purchase Or Sale Of Cigarettes | Mo. Rev. Stat. § 149.076 | F / UN
  Knowingly/Recklessly Alter Cigarette Package And/Or Sell/Distribute/Possess Cigarettes Not In Compliance With Federal Regulations | Mo. Rev. Stat. § 149.200 | F / E
  ... and 683 more felonies

MISSING MISDEMEANORS — in authoritative source but not in our database (sample):
  Make False/Misleading/Unfounded Report To Auditor  | Mo. Rev. Stat. § 29.250 | M / A
  Refuse Or Fail To Comply With State Auditor Chapter Provisions | Mo. Rev. Stat. § 29.250 | M / A
  False Statement On Loan Application By Farming Operation, Small Business Or Job Enhancement Business | Mo. Rev. Stat. § 30.756 | M / A
  Knowingly/Willfully Disclose Confidential Information From Examination From Child Advocacy To Unauthorized Person(S) | Mo. Rev. Stat. § 37.725 | M / A
  Knowingly/Willfully Violate Provisions Of Section 37.730 | Mo. Rev. Stat. § 37.730 | M / A
  Person Willfully Resists/Opposes A Member Of The Patrol In The Proper Discharge Of Their Duties | Mo. Rev. Stat. § 43.170 | M / A
  Failed To Stop Or Obey Reasonable Signal Direction Of A Highway Patrolman | Mo. Rev. Stat. § 43.170 | M / A
  Make False Report Or False Statement Of Missing Person(S) | Mo. Rev. Stat. § 43.405 | M / A
  Obtain Criminal History Record Information Under False Pretense | Mo. Rev. Stat. § 43.532 | M / A
  Provider/Youth Services Agency Disclosed Confidential Information | Mo. Rev. Stat. § 43.532 | M / A
  Disclosure Of Confidential Criminal Records        | Mo. Rev. Stat. § 43.535 | M / A
  Authorized State Agency/Qualified Entity Disclosed Confidential Criminal History Information | Mo. Rev. Stat. § 43.540 | M / A
  Filing False Report On Highway Patrol Emergency Telephone System | Mo. Rev. Stat. § 43.600 | M / B
  Violate Burn Ban                                   | Mo. Rev. Stat. § 49.266 | M / UN
  Publication Of False County Financial Statements   | Mo. Rev. Stat. § 50.815 | M / UN
  Failure By A Coroner Or Medical Examiner To Properly Refer A Suspicious Death Of A Child Under 18 Years | Mo. Rev. Stat. § 58.452 | M / A
  Willfully Neglect/Refuse To Perform Any Of The Duties Required Of Recorder | Mo. Rev. Stat. § 59.660 | M / UN
  Knowingly Move/Remove/Deface Or Destroy Boundary Marker, Bench Mark Or Horizontal Control Monument | Mo. Rev. Stat. § 60.355 | M / B
  Violation Or Zoning Regulations, Restrictions Or Orders (Non- Charter 1St Class County) | Mo. Rev. Stat. § 64.295 | M / A
  Dumping In An Unlicensed Area                      | Mo. Rev. Stat. § 64.463 | M / UN
  ... and 1627 more misdemeanors

======================================================================
NC
======================================================================
Our entries:            130
Authoritative entries:  2753
Matched:                27 (20%)
Unmatched (phantom?):   103
Missing from ours:      2717
Citation mismatches:    11

UNMATCHED — charges we have with no authoritative match:
  [F] Voluntary Manslaughter                             | N.C. Gen. Stat. § 14-18 | confidence: high
  [F] Criminally Negligent Homicide                      | N.C. Gen. Stat. § 14-18 | confidence: high
  [F] Vehicular Homicide                                 | N.C. Gen. Stat. § 20-141.4 | confidence: high
  [F] Assault in the First Degree                        | N.C. Gen. Stat. § 14-32 | confidence: high
  [F] Assault in the Second Degree                       | N.C. Gen. Stat. § 14-32.1 | confidence: high
  [M] Assault in the Third Degree                        | N.C. Gen. Stat. § 14-33(a) | confidence: high
  [F] Aggravated Assault                                 | N.C. Gen. Stat. § 14-32 | confidence: high
  [M] Domestic Violence Assault                          | N.C. Gen. Stat. § 50B-1 | confidence: high
  [M] Menacing                                           | N.C. Gen. Stat. § 14-277.1 | confidence: high
  [F] Rape in the First Degree                           | N.C. Gen. Stat. § 14-27.21 | confidence: high
  [F] Rape in the Second Degree                          | N.C. Gen. Stat. § 14-27.22 | confidence: high
  [F] Sexual Assault in the First Degree                 | N.C. Gen. Stat. § 14-27.21 | confidence: high
  [F] Sexual Assault in the Second Degree                | N.C. Gen. Stat. § 14-27.26 | confidence: high
  [F] Sexual Assault in the Third Degree                 | N.C. Gen. Stat. § 14-27.27 | confidence: high
  [F] Statutory Rape                                     | N.C. Gen. Stat. § 14-27.30 | confidence: high
  [F] Child Sexual Abuse                                 | N.C. Gen. Stat. § 14-202.1 | confidence: high
  [F] Grand Theft in the First Degree                    | N.C. Gen. Stat. § 14-72 | confidence: high
  [F] Grand Theft in the Second Degree                   | N.C. Gen. Stat. § 14-72 | confidence: high
  [M] Petty Theft                                        | N.C. Gen. Stat. § 14-72 | confidence: high
  [M] Theft by Receiving                                 | N.C. Gen. Stat. § 14-71 | confidence: high
  [F] Identity Theft                                     | N.C. Gen. Stat. § 14-113.20 | confidence: high
  [F] Credit Card Fraud                                  | N.C. Gen. Stat. § 14-113.9 | confidence: high
  [F] Embezzlement                                       | N.C. Gen. Stat. § 14-90 | confidence: high
  [M] Shoplifting                                        | N.C. Gen. Stat. § 14-72.1 | confidence: high
  [F] Commercial Burglary                                | N.C. Gen. Stat. § 14-54 | confidence: high
  [F] Auto Burglary                                      | N.C. Gen. Stat. § 14-56 | confidence: high
  [F] Carjacking                                         | N.C. Gen. Stat. § 14-87 | confidence: high
  [F] Bank Robbery                                       | N.C. Gen. Stat. § 14-87 | confidence: high
  [F] Possession with Intent to Distribute               | N.C. Gen. Stat. § 90-95(a)(1) | confidence: high
  [F] Manufacturing Controlled Substance                 | N.C. Gen. Stat. § 90-95(a)(1) | confidence: high
  [F] Drug Trafficking                                   | N.C. Gen. Stat. § 90-95(h) | confidence: high
  [F] Maintaining Drug House                             | N.C. Gen. Stat. § 90-108(a)(7) | confidence: high
  [M] Unlawful Carrying of Weapon                        | N.C. Gen. Stat. § 14-269 | confidence: high
  [F] Felon in Possession of Firearm                     | N.C. Gen. Stat. § 14-415.1 | confidence: high
  [F] Discharge of Firearm in City                       | N.C. Gen. Stat. § 14-34.1 | confidence: high
  [F] Wire Fraud                                         | N.C. Gen. Stat. § 14-100 | confidence: high
  [F] Mail Fraud                                         | N.C. Gen. Stat. § 14-100(a) | confidence: high
  [F] Check Fraud                                        | N.C. Gen. Stat. § 14-106 | confidence: high
  [F] Insurance Fraud                                    | N.C. Gen. Stat. § 58-2-161 | confidence: high
  [F] Tax Fraud                                          | N.C. Gen. Stat. § 105-236(a)(7) | confidence: high
  [F] Computer Fraud                                     | N.C. Gen. Stat. § 14-453.1 | confidence: high
  [M] Public Intoxication                                | N.C. Gen. Stat. § 14-444 | confidence: high
  [M] Disturbing the Peace                               | N.C. Gen. Stat. § 14-288.4 | confidence: high
  [M] Trespassing                                        | N.C. Gen. Stat. § 14-159.12 | confidence: high
  [M] Vandalism                                          | N.C. Gen. Stat. § 14-127 | confidence: high
  [M] Loitering                                          | N.C. Gen. Stat. § 14-132 | confidence: high
  [M] DUI First Offense                                  | N.C. Gen. Stat. § 20-138.1 | confidence: high
  [M] DUI Second Offense                                 | N.C. Gen. Stat. § 20-179(c) | confidence: high
  [F] DUI Third Offense                                  | N.C. Gen. Stat. § 20-179(d) | confidence: high
  [M] Hit and Run                                        | N.C. Gen. Stat. § 20-166 | confidence: high
  [M] Driving While Suspended                            | N.C. Gen. Stat. § 20-28 | confidence: high
  [M] Misdemeanor Larceny                                | N.C. Gen. Stat. § 14-72 | confidence: high
  [M] Simple Assault                                     | N.C. Gen. Stat. § 14-33 | confidence: high
  [M] DWI                                                | N.C. Gen. Stat. § 20-138.1 | confidence: high
  [M] Possession of Marijuana up to 0.5 oz               | N.C. Gen. Stat. § 90-95(d)(4) | confidence: high
  [M] DVPO Violation                                     | N.C. Gen. Stat. § 50B-4.1 | confidence: high
  [M] Driving While License Revoked                      | N.C. Gen. Stat. § 20-28 | confidence: high
  [M] Resist, Delay, or Obstruct Officer                 | N.C. Gen. Stat. § 14-223 | confidence: high
  [M] Probation Violation                                | N.C. Gen. Stat. § 15A-1344 | confidence: high
  [M] Resisting Arrest / Obstruction                     | N.C. Gen. Stat. § 14-223 | confidence: high
  [M] Open Container Violation                           | N.C. Gen. Stat. § 20-138.7 | confidence: high
  [M] Minor in Possession of Alcohol                     | N.C. Gen. Stat. § 18B-302(b) | confidence: high
  [M] Providing False Information to Police              | N.C. Gen. Stat. § 14-225 | confidence: high
  [M] Harassment / Stalking                              | N.C. Gen. Stat. § 14-395 | confidence: high
